Month,raw20TsryYld,rawAAAyld,rawBBByld,raw3moBill,rawIGpctDflt,rawSGpctDflt,rawTotalpctDflt,rawIGcountDflt,rawSGcountDflt,rawCPI,rawSPX,rawIndPro,rawAnnInflRate
01/1920,4.930000,5.750000,7.780000,4.500000,0.035833,0.250833,0.102500,0.666667,2.083333,19.271776,8.830000,5.787700,0.154151
02/1920,5.050000,5.860000,7.940000,4.500000,0.035833,0.250833,0.102500,0.666667,2.083333,19.501202,8.100000,5.787700,0.188813
03/1920,5.090000,5.920000,7.970000,4.750000,0.035833,0.250833,0.102500,0.666667,2.083333,19.701949,8.670000,5.677000,0.186698
04/1920,5.280000,6.040000,8.170000,5.250000,0.035833,0.250833,0.102500,0.666667,2.083333,20.275514,8.600000,5.372400,0.198003
05/1920,5.580000,6.250000,8.390000,5.500000,0.035833,0.250833,0.102500,0.666667,2.083333,20.619653,8.060000,5.510800,0.201134
06/1920,5.540000,6.380000,8.390000,5.750000,0.035833,0.250833,0.102500,0.666667,2.083333,20.906435,7.920000,5.566200,0.211551
07/1920,5.570000,6.340000,8.520000,5.810000,0.035833,0.250833,0.102500,0.666667,2.083333,20.791722,7.910000,5.427700,0.179292
08/1920,5.670000,6.300000,8.390000,5.830000,0.035833,0.250833,0.102500,0.666667,2.083333,20.246836,7.600000,5.455400,0.136368
09/1920,5.430000,6.220000,8.140000,5.810000,0.035833,0.250833,0.102500,0.666667,2.083333,20.017410,7.870000,5.261600,0.118500
10/1920,5.080000,6.050000,7.990000,5.750000,0.035833,0.250833,0.102500,0.666667,2.083333,19.902697,7.880000,5.040000,0.096752
11/1920,5.210000,6.080000,8.210000,5.750000,0.035833,0.250833,0.102500,0.666667,2.083333,19.787984,7.480000,4.624700,0.067441
12/1920,5.400000,6.260000,8.560000,5.880000,0.035833,0.250833,0.102500,0.666667,2.083333,19.329132,6.810000,4.347700,0.022507
01/1921,5.230000,6.140000,8.500000,5.670000,0.032500,0.179167,0.089167,0.583333,2.083333,19.013672,7.110000,4.098500,-0.013483
02/1921,5.280000,6.080000,8.420000,5.300000,0.032500,0.179167,0.089167,0.583333,2.083333,18.411429,7.060000,4.015400,-0.057504
03/1921,5.270000,6.080000,8.550000,5.380000,0.032500,0.179167,0.089167,0.583333,2.083333,18.268037,6.880000,3.904600,-0.075565
04/1921,5.240000,6.060000,8.530000,5.200000,0.032500,0.179167,0.089167,0.583333,2.083333,18.038611,6.910000,3.904600,-0.116899
05/1921,5.250000,6.110000,8.520000,5.160000,0.032500,0.179167,0.089167,0.583333,2.083333,17.694473,7.120000,4.015400,-0.152992
06/1921,5.270000,6.180000,8.560000,4.990000,0.032500,0.179167,0.089167,0.583333,2.083333,17.608438,6.550000,3.987700,-0.171679
07/1921,5.260000,6.120000,8.480000,4.600000,0.032500,0.179167,0.089167,0.583333,2.083333,17.637116,6.530000,3.960000,-0.164549
08/1921,5.220000,5.990000,8.510000,4.750000,0.032500,0.179167,0.089167,0.583333,2.083333,17.694473,6.450000,4.098500,-0.134746
09/1921,5.120000,5.930000,8.340000,4.750000,0.032500,0.179167,0.089167,0.583333,2.083333,17.493725,6.610000,4.126200,-0.134760
10/1921,4.830000,5.840000,8.340000,4.210000,0.032500,0.179167,0.089167,0.583333,2.083333,17.465047,6.700000,4.375400,-0.130654
11/1921,4.640000,5.600000,7.880000,4.030000,0.032500,0.179167,0.089167,0.583333,2.083333,17.379012,7.060000,4.320000,-0.129812
12/1921,4.470000,5.500000,7.610000,3.900000,0.032500,0.179167,0.089167,0.583333,2.083333,17.264299,7.310000,4.292300,-0.112973
01/1922,4.450000,5.340000,7.700000,3.900000,0.042500,0.146667,0.084167,0.833333,1.916667,16.920160,7.300000,4.458500,-0.116652
02/1922,4.500000,5.290000,7.550000,3.810000,0.042500,0.146667,0.084167,0.833333,1.916667,16.862804,7.460000,4.652400,-0.087861
03/1922,4.410000,5.230000,7.450000,3.550000,0.042500,0.146667,0.084167,0.833333,1.916667,16.690734,7.740000,4.901600,-0.090299
04/1922,4.280000,5.150000,7.140000,3.210000,0.042500,0.146667,0.084167,0.833333,1.916667,16.662056,8.210000,4.735400,-0.079380
05/1922,4.260000,5.130000,6.890000,3.250000,0.042500,0.146667,0.084167,0.833333,1.916667,16.662056,8.530000,4.984700,-0.060118
06/1922,4.240000,5.080000,6.970000,3.250000,0.042500,0.146667,0.084167,0.833333,1.916667,16.719413,8.450000,5.233900,-0.051808
07/1922,4.140000,5.000000,6.890000,3.200000,0.042500,0.146667,0.084167,0.833333,1.916667,16.748091,8.510000,5.233900,-0.051721
08/1922,4.120000,4.960000,6.850000,3.130000,0.042500,0.146667,0.084167,0.833333,1.916667,16.576021,8.830000,5.123100,-0.065295
09/1922,4.190000,4.930000,6.750000,3.340000,0.042500,0.146667,0.084167,0.833333,1.916667,16.604700,9.060000,5.400000,-0.052156
10/1922,4.300000,4.970000,6.780000,3.710000,0.042500,0.146667,0.084167,0.833333,1.916667,16.719413,9.260000,5.704700,-0.043631
11/1922,4.330000,5.090000,6.980000,3.660000,0.042500,0.146667,0.084167,0.833333,1.916667,16.776769,8.800000,5.953900,-0.035268
12/1922,4.320000,5.080000,7.020000,3.650000,0.042500,0.146667,0.084167,0.833333,1.916667,16.834126,8.780000,6.120100,-0.025233
01/1923,4.320000,5.040000,6.980000,3.660000,0.020000,0.141667,0.066667,0.416667,1.833333,16.776769,8.900000,5.981600,-0.008511
02/1923,4.330000,5.070000,6.970000,3.650000,0.020000,0.141667,0.066667,0.416667,1.833333,16.748091,9.280000,6.064700,-0.006826
03/1923,4.380000,5.130000,7.090000,4.120000,0.020000,0.141667,0.066667,0.416667,1.833333,16.805447,9.430000,6.258500,0.006849
04/1923,4.390000,5.220000,7.170000,4.130000,0.020000,0.141667,0.066667,0.416667,1.833333,16.891482,9.100000,6.397000,0.013675
05/1923,4.370000,5.160000,7.170000,3.950000,0.020000,0.141667,0.066667,0.416667,1.833333,16.920160,8.670000,6.480100,0.015372
06/1923,4.340000,5.150000,7.210000,3.840000,0.020000,0.141667,0.066667,0.416667,1.833333,17.006195,8.340000,6.424700,0.017007
07/1923,4.340000,5.140000,7.340000,3.910000,0.020000,0.141667,0.066667,0.416667,1.833333,17.178264,8.060000,6.369300,0.025361
08/1923,4.350000,5.080000,7.380000,3.860000,0.020000,0.141667,0.066667,0.416667,1.833333,17.120908,8.100000,6.258500,0.032343
09/1923,4.360000,5.120000,7.380000,4.010000,0.020000,0.141667,0.066667,0.416667,1.833333,17.206943,8.150000,6.120100,0.035627
10/1923,4.400000,5.110000,7.460000,4.220000,0.020000,0.141667,0.066667,0.416667,1.833333,17.235621,8.030000,6.092400,0.030408
11/1923,4.370000,5.090000,7.400000,3.940000,0.020000,0.141667,0.066667,0.416667,1.833333,17.292977,8.270000,6.092400,0.030305
12/1923,4.350000,5.090000,7.380000,3.880000,0.020000,0.141667,0.066667,0.416667,1.833333,17.264299,8.550000,5.953900,0.025233
01/1924,4.300000,5.090000,7.240000,3.760000,0.011667,0.237500,0.095833,0.250000,3.083333,17.235621,8.830000,6.092400,0.026983
02/1924,4.280000,5.090000,7.140000,3.540000,0.011667,0.237500,0.095833,0.250000,3.083333,17.178264,8.870000,6.203100,0.025361
03/1924,4.280000,5.100000,7.080000,3.570000,0.011667,0.237500,0.095833,0.250000,3.083333,17.063551,8.700000,6.092400,0.015242
04/1924,4.230000,5.080000,7.030000,3.380000,0.011667,0.237500,0.095833,0.250000,3.083333,17.006195,8.500000,5.898500,0.006768
05/1924,4.150000,5.040000,6.970000,2.290000,0.011667,0.237500,0.095833,0.250000,3.083333,17.006195,8.470000,5.649300,0.005072
06/1924,3.980000,4.990000,6.820000,2.440000,0.011667,0.237500,0.095833,0.250000,3.083333,17.006195,8.630000,5.400000,0.000000
07/1924,3.940000,4.950000,6.670000,1.920000,0.011667,0.237500,0.095833,0.250000,3.083333,17.034873,9.030000,5.317000,-0.008382
08/1924,3.910000,4.950000,6.690000,1.900000,0.011667,0.237500,0.095833,0.250000,3.083333,17.006195,9.340000,5.510800,-0.006723
09/1924,3.920000,4.950000,6.730000,2.140000,0.011667,0.237500,0.095833,0.250000,3.083333,17.092230,9.250000,5.704700,-0.006689
10/1924,3.870000,4.920000,6.620000,2.410000,0.011667,0.237500,0.095833,0.250000,3.083333,17.149586,9.130000,5.843100,-0.005004
11/1924,3.900000,4.940000,6.540000,2.580000,0.011667,0.237500,0.095833,0.250000,3.083333,17.206943,9.640000,5.953900,-0.004988
12/1924,3.960000,4.950000,6.460000,2.570000,0.011667,0.237500,0.095833,0.250000,3.083333,17.235621,10.160000,6.120100,-0.001663
01/1925,3.960000,4.950000,6.440000,2.610000,0.026667,0.213333,0.097500,0.583333,2.833333,17.292977,10.580000,6.313900,0.003322
02/1925,3.950000,4.950000,6.360000,2.620000,0.026667,0.213333,0.097500,0.583333,2.833333,17.206943,10.670000,6.313900,0.001668
03/1925,3.960000,4.910000,6.360000,2.780000,0.026667,0.213333,0.097500,0.583333,2.833333,17.235621,10.390000,6.313900,0.010034
04/1925,3.930000,4.870000,6.410000,2.780000,0.026667,0.213333,0.097500,0.583333,2.833333,17.206943,10.280000,6.369300,0.011735
05/1925,3.870000,4.830000,6.300000,2.730000,0.026667,0.213333,0.097500,0.583333,2.833333,17.264299,10.610000,6.341600,0.015063
06/1925,3.790000,4.830000,6.180000,2.860000,0.026667,0.213333,0.097500,0.583333,2.833333,17.465047,10.800000,6.286200,0.026624
07/1925,3.790000,4.870000,6.200000,3.060000,0.026667,0.213333,0.097500,0.583333,2.833333,17.694473,11.100000,6.452400,0.037990
08/1925,3.850000,4.900000,6.240000,3.010000,0.026667,0.213333,0.097500,0.583333,2.833333,17.694473,11.250000,6.341600,0.039675
09/1925,3.850000,4.870000,6.200000,3.170000,0.026667,0.213333,0.097500,0.583333,2.833333,17.637116,11.510000,6.258500,0.031382
10/1925,3.820000,4.850000,6.170000,3.530000,0.026667,0.213333,0.097500,0.583333,2.833333,17.723151,11.890000,6.507700,0.032898
11/1925,3.790000,4.840000,6.170000,3.650000,0.026667,0.213333,0.097500,0.583333,2.833333,18.009933,12.260000,6.646200,0.045611
12/1925,3.800000,4.850000,6.150000,3.510000,0.026667,0.213333,0.097500,0.583333,2.833333,17.923899,12.460000,6.729300,0.039157
01/1926,3.770000,4.820000,6.090000,3.490000,0.015833,0.159167,0.064167,0.333333,1.500000,17.923899,12.650000,6.618500,0.035834
02/1926,3.710000,4.770000,6.020000,3.180000,0.015833,0.159167,0.064167,0.333333,1.500000,17.837864,12.670000,6.618500,0.036010
03/1926,3.710000,4.790000,6.050000,3.140000,0.015833,0.159167,0.064167,0.333333,1.500000,17.751829,11.810000,6.701600,0.029510
04/1926,3.700000,4.740000,5.980000,3.080000,0.015833,0.159167,0.064167,0.333333,1.500000,17.895220,11.480000,6.701600,0.039221
05/1926,3.670000,4.710000,5.860000,3.170000,0.015833,0.159167,0.064167,0.333333,1.500000,17.809186,11.560000,6.646200,0.031074
06/1926,3.670000,4.720000,5.800000,2.930000,0.015833,0.159167,0.064167,0.333333,1.500000,17.665794,12.110000,6.729300,0.011429
07/1926,3.680000,4.710000,5.790000,3.110000,0.015833,0.159167,0.064167,0.333333,1.500000,17.493725,12.620000,6.757000,-0.011410
08/1926,3.700000,4.720000,5.810000,3.270000,0.015833,0.159167,0.064167,0.333333,1.500000,17.407690,13.120000,6.840100,-0.016340
09/1926,3.700000,4.720000,5.790000,3.420000,0.015833,0.159167,0.064167,0.333333,1.500000,17.522403,13.320000,6.950800,-0.006525
10/1926,3.680000,4.710000,5.810000,3.580000,0.015833,0.159167,0.064167,0.333333,1.500000,17.579760,13.020000,6.950800,-0.008124
11/1926,3.620000,4.680000,5.770000,3.350000,0.015833,0.159167,0.064167,0.333333,1.500000,17.637116,13.190000,6.923100,-0.020918
12/1926,3.560000,4.680000,5.680000,3.070000,0.015833,0.159167,0.064167,0.333333,1.500000,17.637116,13.490000,6.895400,-0.016129
01/1927,3.510000,4.660000,5.610000,3.230000,0.005833,0.152500,0.061667,0.083333,1.250000,17.493725,13.400000,6.867700,-0.024293
02/1927,3.480000,4.670000,5.590000,3.290000,0.005833,0.152500,0.061667,0.083333,1.250000,17.379012,13.660000,6.923100,-0.026060
03/1927,3.370000,4.620000,5.540000,3.200000,0.005833,0.152500,0.061667,0.083333,1.250000,17.264299,13.870000,7.006200,-0.027848
04/1927,3.350000,4.580000,5.480000,3.390000,0.005833,0.152500,0.061667,0.083333,1.250000,17.264299,14.210000,6.840100,-0.035893
05/1927,3.310000,4.570000,5.500000,3.330000,0.005833,0.152500,0.061667,0.083333,1.250000,17.407690,14.700000,6.895400,-0.022802
06/1927,3.340000,4.580000,5.550000,3.070000,0.005833,0.152500,0.061667,0.083333,1.250000,17.579760,14.890000,6.867800,-0.004882
07/1927,3.360000,4.600000,5.550000,2.960000,0.005833,0.152500,0.061667,0.083333,1.250000,17.235621,15.220000,6.784700,-0.014864
08/1927,3.320000,4.560000,5.480000,2.700000,0.005833,0.152500,0.061667,0.083333,1.250000,17.149586,16.030000,6.784700,-0.014938
09/1927,3.300000,4.540000,5.420000,2.680000,0.005833,0.152500,0.061667,0.083333,1.250000,17.235621,16.940000,6.673900,-0.016502
10/1927,3.290000,4.510000,5.380000,3.080000,0.005833,0.152500,0.061667,0.083333,1.250000,17.350334,16.680000,6.535400,-0.013136
11/1927,3.230000,4.490000,5.350000,3.040000,0.005833,0.152500,0.061667,0.083333,1.250000,17.321656,17.060000,6.535400,-0.018048
12/1927,3.170000,4.460000,5.320000,3.170000,0.005833,0.152500,0.061667,0.083333,1.250000,17.292977,17.460000,6.563100,-0.019705
01/1928,3.180000,4.460000,5.350000,3.310000,0.000000,0.073333,0.030000,0.000000,0.666667,17.235621,17.530000,6.701600,-0.014864
02/1928,3.190000,4.460000,5.330000,3.330000,0.000000,0.073333,0.030000,0.000000,0.666667,17.092230,17.320000,6.757000,-0.016639
03/1928,3.170000,4.460000,5.320000,3.270000,0.000000,0.073333,0.030000,0.000000,0.666667,17.092230,18.250000,6.812400,-0.010017
04/1928,3.200000,4.460000,5.330000,3.620000,0.000000,0.073333,0.030000,0.000000,0.666667,17.120908,19.400000,6.784700,-0.008340
05/1928,3.240000,4.490000,5.420000,3.900000,0.000000,0.073333,0.030000,0.000000,0.666667,17.206943,20.000000,6.867800,-0.011599
06/1928,3.290000,4.570000,5.550000,3.920000,0.000000,0.073333,0.030000,0.000000,0.666667,17.063551,19.020000,6.923100,-0.029804
07/1928,3.420000,4.610000,5.580000,4.120000,0.000000,0.073333,0.030000,0.000000,0.666667,17.063551,19.160000,7.006200,-0.010034
08/1928,3.480000,4.640000,5.610000,4.360000,0.000000,0.073333,0.030000,0.000000,0.666667,17.120908,19.780000,7.144700,-0.001674
09/1928,3.460000,4.610000,5.590000,4.570000,0.000000,0.073333,0.030000,0.000000,0.666667,17.235621,21.170000,7.200100,0.000000
10/1928,3.470000,4.610000,5.580000,4.700000,0.000000,0.073333,0.030000,0.000000,0.666667,17.206943,21.600000,7.338500,-0.008299
11/1928,3.380000,4.580000,5.550000,4.260000,0.000000,0.073333,0.030000,0.000000,0.666667,17.178264,23.060000,7.477000,-0.008313
12/1928,3.450000,4.610000,5.600000,4.260000,0.000000,0.073333,0.030000,0.000000,0.666667,17.120908,23.150000,7.615500,-0.010000
01/1929,3.520000,4.620000,5.630000,4.660000,0.020000,0.116667,0.059167,0.250000,1.000000,17.063551,24.860000,7.726200,-0.010034
02/1929,3.620000,4.660000,5.660000,4.390000,0.020000,0.116667,0.059167,0.250000,1.000000,17.034873,24.990000,7.698500,-0.003361
03/1929,3.740000,4.700000,5.790000,4.600000,0.020000,0.116667,0.059167,0.250000,1.000000,16.977517,25.430000,7.726200,-0.006734
04/1929,3.640000,4.690000,5.800000,4.800000,0.020000,0.116667,0.059167,0.250000,1.000000,16.920160,25.280000,7.864700,-0.011795
05/1929,3.640000,4.700000,5.800000,5.090000,0.020000,0.116667,0.059167,0.250000,1.000000,17.006195,25.660000,8.003200,-0.011735
06/1929,3.690000,4.770000,5.940000,4.800000,0.020000,0.116667,0.059167,0.250000,1.000000,17.063551,26.150000,8.058500,0.000000
07/1929,3.640000,4.770000,5.950000,4.550000,0.020000,0.116667,0.059167,0.250000,1.000000,17.235621,28.480000,8.169300,0.010034
08/1929,3.710000,4.790000,6.040000,4.700000,0.020000,0.116667,0.059167,0.250000,1.000000,17.321656,30.100000,8.086200,0.011657
09/1929,3.700000,4.800000,6.120000,4.580000,0.020000,0.116667,0.059167,0.250000,1.000000,17.292977,31.300000,8.030800,0.003322
10/1929,3.610000,4.770000,6.110000,4.370000,0.020000,0.116667,0.059167,0.250000,1.000000,17.292977,27.990000,7.892400,0.004988
11/1929,3.350000,4.760000,6.030000,3.470000,0.020000,0.116667,0.059167,0.250000,1.000000,17.235621,20.580000,7.504700,0.003333
12/1929,3.360000,4.670000,5.950000,3.030000,0.020000,0.116667,0.059167,0.250000,1.000000,17.149586,21.400000,7.172400,0.001674
01/1930,3.430000,4.660000,5.920000,3.390000,0.012500,0.183333,0.086667,0.166667,1.750000,17.092230,21.710000,7.172400,0.001679
02/1930,3.410000,4.690000,5.890000,3.360000,0.012500,0.183333,0.086667,0.166667,1.750000,17.006195,23.070000,7.144700,-0.001685
03/1930,3.290000,4.620000,5.730000,2.950000,0.012500,0.183333,0.086667,0.166667,1.750000,16.920160,23.940000,7.033900,-0.003384
04/1930,3.370000,4.600000,5.700000,3.000000,0.012500,0.183333,0.086667,0.166667,1.750000,17.006195,25.460000,6.978500,0.005072
05/1930,3.310000,4.600000,5.720000,2.410000,0.012500,0.183333,0.086667,0.166667,1.750000,16.920160,23.940000,6.867800,-0.005072
06/1930,3.250000,4.570000,5.780000,1.890000,0.012500,0.183333,0.086667,0.166667,1.750000,16.805447,21.520000,6.673900,-0.015242
07/1930,3.250000,4.520000,5.770000,1.830000,0.012500,0.183333,0.086667,0.166667,1.750000,16.576021,21.060000,6.369300,-0.039021
08/1930,3.260000,4.470000,5.730000,1.530000,0.012500,0.183333,0.086667,0.166667,1.750000,16.489987,20.790000,6.230800,-0.049204
09/1930,3.240000,4.420000,5.650000,1.770000,0.012500,0.183333,0.086667,0.166667,1.750000,16.576021,20.780000,6.120100,-0.042343
10/1930,3.210000,4.420000,5.940000,1.740000,0.012500,0.183333,0.086667,0.166667,1.750000,16.489987,17.920000,5.953900,-0.047547
11/1930,3.190000,4.470000,6.250000,1.400000,0.012500,0.183333,0.086667,0.166667,1.750000,16.346595,16.620000,5.815400,-0.052959
12/1930,3.220000,4.520000,6.710000,1.480000,0.012500,0.183333,0.086667,0.166667,1.750000,16.117170,15.510000,5.677000,-0.062089
01/1931,3.200000,4.420000,6.410000,1.240000,0.041667,0.658333,0.316667,0.500000,6.500000,15.887744,15.980000,5.649300,-0.073076
02/1931,3.300000,4.430000,6.380000,1.060000,0.041667,0.658333,0.316667,0.500000,6.500000,15.658318,17.200000,5.677000,-0.082575
03/1931,3.270000,4.390000,6.440000,1.380000,0.041667,0.658333,0.316667,0.500000,6.500000,15.543605,17.530000,5.787700,-0.084857
04/1931,3.260000,4.400000,6.720000,1.490000,0.041667,0.658333,0.316667,0.500000,6.500000,15.428892,15.860000,5.815400,-0.097336
05/1931,3.160000,4.370000,7.150000,0.880000,0.041667,0.658333,0.316667,0.500000,6.500000,15.285501,14.330000,5.732400,-0.101601
06/1931,3.130000,4.360000,7.360000,0.550000,0.041667,0.658333,0.316667,0.500000,6.500000,15.113431,13.870000,5.593900,-0.106119
07/1931,3.150000,4.360000,7.080000,0.410000,0.041667,0.658333,0.316667,0.500000,6.500000,15.084753,14.330000,5.510800,-0.094273
08/1931,3.180000,4.400000,7.470000,0.420000,0.041667,0.658333,0.316667,0.500000,6.500000,15.056075,13.900000,5.317000,-0.090972
09/1931,3.250000,4.550000,8.070000,0.450000,0.041667,0.658333,0.316667,0.500000,6.500000,14.970040,11.830000,5.067700,-0.101906
10/1931,3.630000,4.990000,9.040000,1.700000,0.041667,0.658333,0.316667,0.500000,6.500000,14.884005,10.250000,4.873900,-0.102466
11/1931,3.630000,4.940000,8.930000,1.770000,0.041667,0.658333,0.316667,0.500000,6.500000,14.711936,10.390000,4.818500,-0.105361
12/1931,3.930000,5.320000,10.420000,2.410000,0.041667,0.658333,0.316667,0.500000,6.500000,14.568545,8.440000,4.790800,-0.101020
01/1932,4.260000,5.200000,9.130000,2.480000,0.071667,0.915833,0.458333,0.833333,9.000000,14.281762,8.300000,4.652300,-0.106565
02/1932,4.110000,5.230000,8.870000,2.420000,0.071667,0.915833,0.458333,0.833333,9.000000,14.081015,8.230000,4.541600,-0.106175
03/1932,3.920000,4.980000,8.830000,2.250000,0.071667,0.915833,0.458333,0.833333,9.000000,13.994980,8.260000,4.486200,-0.104951
04/1932,3.680000,5.170000,10.460000,1.110000,0.071667,0.915833,0.458333,0.833333,9.000000,13.908945,6.280000,4.181600,-0.103710
05/1932,3.760000,5.360000,11.000000,0.310000,0.071667,0.915833,0.458333,0.833333,9.000000,13.708198,5.510000,4.043100,-0.108911
06/1932,3.760000,5.410000,11.000000,0.340000,0.071667,0.915833,0.458333,0.833333,9.000000,13.622163,4.770000,3.904700,-0.103886
07/1932,3.580000,5.260000,10.790000,0.220000,0.071667,0.915833,0.458333,0.833333,9.000000,13.593485,5.010000,3.793900,-0.104094
08/1932,3.450000,4.910000,8.220000,0.140000,0.071667,0.915833,0.458333,0.833333,9.000000,13.450093,7.530000,3.904600,-0.112795
09/1932,3.420000,4.700000,7.610000,0.030000,0.071667,0.915833,0.458333,0.833333,9.000000,13.364059,8.260000,4.153900,-0.113482
10/1932,3.430000,4.640000,7.870000,0.010000,0.071667,0.915833,0.458333,0.833333,9.000000,13.278024,7.120000,4.292300,-0.114177
11/1932,3.450000,4.630000,8.240000,0.010000,0.071667,0.915833,0.458333,0.833333,9.000000,13.191989,7.050000,4.292300,-0.109049
12/1932,3.350000,4.590000,8.420000,0.085000,0.071667,0.915833,0.458333,0.833333,9.000000,13.077276,6.820000,4.209300,-0.107989
01/1933,3.220000,4.440000,8.010000,0.207000,0.065833,1.314167,0.710833,0.750000,15.750000,12.876529,7.090000,4.126200,-0.103577
02/1933,3.310000,4.480000,8.370000,0.485000,0.065833,1.314167,0.710833,0.750000,15.750000,12.675781,6.250000,4.153900,-0.105134
03/1933,3.420000,4.680000,8.910000,2.289000,0.065833,1.314167,0.710833,0.750000,15.750000,12.561068,6.230000,3.904600,-0.108096
04/1933,3.420000,4.780000,9.120000,0.565000,0.065833,1.314167,0.710833,0.750000,15.750000,12.532390,6.890000,4.181600,-0.104216
05/1933,3.300000,4.630000,7.740000,0.418000,0.065833,1.314167,0.710833,0.750000,15.750000,12.589746,8.870000,4.873900,-0.085111
06/1933,3.210000,4.460000,7.070000,0.267000,0.065833,1.314167,0.710833,0.750000,15.750000,12.704459,10.390000,5.621600,-0.069745
07/1933,3.200000,4.360000,6.620000,0.367000,0.065833,1.314167,0.710833,0.750000,15.750000,13.077276,11.230000,6.147700,-0.038715
08/1933,3.210000,4.300000,6.770000,0.211000,0.065833,1.314167,0.710833,0.750000,15.750000,13.191989,10.670000,5.898500,-0.019376
09/1933,3.190000,4.360000,7.270000,0.102000,0.065833,1.314167,0.710833,0.750000,15.750000,13.191989,10.580000,5.566200,-0.012959
10/1933,3.220000,4.340000,7.490000,0.157000,0.065833,1.314167,0.710833,0.750000,15.750000,13.191989,9.550000,5.289300,-0.006501
11/1933,3.460000,4.540000,7.980000,0.419000,0.065833,1.314167,0.710833,0.750000,15.750000,13.191989,9.780000,4.984700,0.000000
12/1933,3.530000,4.500000,7.750000,0.695000,0.065833,1.314167,0.710833,0.750000,15.750000,13.134633,9.970000,5.012300,0.004376
01/1934,3.500000,4.350000,7.010000,0.720000,0.049167,0.490833,0.283333,0.416667,5.000000,13.191989,10.540000,5.178500,0.024204
02/1934,3.320000,4.200000,6.270000,0.620000,0.049167,0.490833,0.283333,0.416667,5.000000,13.306702,11.320000,5.427700,0.048575
03/1934,3.200000,4.130000,6.260000,0.240000,0.049167,0.490833,0.283333,0.416667,5.000000,13.306702,10.740000,5.677000,0.057666
04/1934,3.110000,4.070000,6.010000,0.150000,0.049167,0.490833,0.283333,0.416667,5.000000,13.278024,10.920000,5.677000,0.057794
05/1934,3.020000,4.010000,6.050000,0.160000,0.049167,0.490833,0.283333,0.416667,5.000000,13.306702,9.810000,5.787700,0.055385
06/1934,2.980000,3.930000,6.060000,0.150000,0.049167,0.490833,0.283333,0.416667,5.000000,13.335381,9.940000,5.677000,0.048468
07/1934,2.920000,3.890000,6.130000,0.150000,0.049167,0.490833,0.283333,0.416667,5.000000,13.335381,9.470000,5.289300,0.019545
08/1934,3.030000,3.930000,6.490000,0.190000,0.049167,0.490833,0.283333,0.416667,5.000000,13.364059,9.100000,5.233900,0.012959
09/1934,3.200000,3.960000,6.570000,0.210000,0.049167,0.490833,0.283333,0.416667,5.000000,13.564806,8.880000,4.929300,0.027869
10/1934,3.100000,3.900000,6.400000,0.270000,0.049167,0.490833,0.283333,0.416667,5.000000,13.478772,8.950000,5.150800,0.021506
11/1934,3.070000,3.860000,6.370000,0.250000,0.049167,0.490833,0.283333,0.416667,5.000000,13.450093,9.200000,5.206200,0.019376
12/1934,3.010000,3.810000,6.230000,0.230000,0.049167,0.490833,0.283333,0.416667,5.000000,13.421415,9.260000,5.538500,0.021599
01/1935,2.880000,3.770000,5.980000,0.200000,0.107500,0.520833,0.327500,0.750000,4.250000,13.593485,9.260000,5.981600,0.029981
02/1935,2.790000,3.690000,5.950000,0.190000,0.107500,0.520833,0.327500,0.750000,4.250000,13.708198,8.980000,6.092400,0.029726
03/1935,2.770000,3.670000,6.200000,0.150000,0.107500,0.520833,0.327500,0.750000,4.250000,13.679519,8.410000,6.064700,0.027632
04/1935,2.740000,3.660000,6.130000,0.150000,0.107500,0.520833,0.327500,0.750000,4.250000,13.794232,9.040000,5.953900,0.038140
05/1935,2.720000,3.650000,5.940000,0.150000,0.107500,0.520833,0.327500,0.750000,4.250000,13.736876,9.750000,5.953900,0.031816
06/1935,2.720000,3.610000,5.770000,0.150000,0.107500,0.520833,0.327500,0.750000,4.250000,13.708198,10.120000,6.037000,0.027573
07/1935,2.690000,3.560000,5.670000,0.150000,0.107500,0.520833,0.327500,0.750000,4.250000,13.650841,10.650000,6.037000,0.023380
08/1935,2.760000,3.600000,5.580000,0.160000,0.107500,0.520833,0.327500,0.750000,4.250000,13.650841,11.370000,6.258500,0.021232
09/1935,2.850000,3.590000,5.530000,0.200000,0.107500,0.520833,0.327500,0.750000,4.250000,13.708198,11.610000,6.424700,0.010515
10/1935,2.850000,3.520000,5.540000,0.200000,0.107500,0.520833,0.327500,0.750000,4.250000,13.708198,11.920000,6.618500,0.016878
11/1935,2.830000,3.470000,5.430000,0.160000,0.107500,0.520833,0.327500,0.750000,4.250000,13.765554,13.040000,6.757000,0.023183
12/1935,2.830000,3.440000,5.300000,0.150000,0.107500,0.520833,0.327500,0.750000,4.250000,13.822911,13.040000,6.840100,0.029476
01/1936,2.800000,3.370000,5.000000,0.200000,0.040000,0.225833,0.135833,0.250000,1.583333,13.822911,13.760000,6.729300,0.016737
02/1936,2.770000,3.320000,4.800000,0.200000,0.040000,0.225833,0.135833,0.250000,1.583333,13.736876,14.550000,6.563100,0.002090
03/1936,2.710000,3.290000,4.860000,0.200000,0.040000,0.225833,0.135833,0.250000,1.583333,13.679519,14.860000,6.646200,0.000000
04/1936,2.680000,3.290000,4.910000,0.200000,0.040000,0.225833,0.135833,0.250000,1.583333,13.679519,14.880000,7.061600,-0.008351
